Energy Demand (kWh),Energy PV (kWh)
1376,4555.932
1376,4290.105
1392,4007.867
1184,3265.483
1296,2183.873
1264,782.01
1200,4.818
1312,0
1184,0
1216,0
1008,0
832,0
832,0
784,0
784,8.477
768,254.31
800,375.549
1120,1011.525
1632,1996.772
1840,2988.982
1664,3845.16
1824,4516.692
1792,4950.61
1792,4911.423
1776,3792.507
1760,2208.131
1856,1404.053
1648,1505.439
1648,451.102
1632,79.334
1632,0
1456,0
1264,0
1104,0
1104,0
832,0
800,0
768,0
752,5.891
768,263.385
736,476.846
928,1005.768
1760,1927.89
1840,2815.246
1776,3649.915
1856,4235.616
1760,4917.238
1824,5087.807
1952,5094.56
1920,4845.237
1856,4292.4
1648,3463.604
1680,2237.908
1616,850.071
1376,3.21
1360,0
1376,0
1248,0
1040,0
848,0
864,0
800,0
800,5.03
800,242.142
816,397.859
1040,965.862
1584,1908.814
1744,2908.485
1632,3776.765
1824,4435.75
1776,4868.503
1872,5072.154
1840,5046.534
1808,4785.809
1936,4265.807
1664,3462.687
1760,2126.251
1664,381.189
1552,0
1424,0
1264,0
1216,0
1056,0
848,0
832,0
800,0
800,0
896,215.908
928,490.075
1168,561.07
1840,706.039
1952,867.809
1856,1011.273
1952,1064.252
1968,1117.73
2048,1130.929
2128,1130.019
2032,1134.283
2128,1175.816
1904,1149.893
2000,1063.532
1888,434.953
1728,0
1760,0
1648,0
1328,0
1040,0
864,0
848,0
800,0
816,1.519
928,289.262
928,698.985
1360,1236.095
1776,1981.089
1920,2757.519
1616,3299.758
1712,3587.889
1728,3344.493
1696,2360.405
1888,1849.041
1760,1522.869
1696,1384.724
1600,1075.723
1648,650.197
1504,123.002
1280,0
1344,0
1184,0
1088,0
992,0
832,0
848,0
800,0
784,0
912,253.668
944,660.418
960,1144.153
1296,1924.621
1472,2827.902
1392,3499.742
1392,3775.829
1360,3531.573
1536,3149.085
1584,3334.377
1424,2873.311
1408,2611.495
1360,1496.696
1408,1016.168
1248,298.153
1232,0
1328,0
1216,0
1360,0
1296,0
880,0
816,0
816,0
800,0
912,268.131
928,650.635
944,1169.805
1088,1840.882
1408,2534.688
1184,3465.944
1328,4106.174
1296,4475.736
1312,4494.685
1360,4625.079
1552,4088.26
1472,3357.103
1408,2486.84
1248,1179.796
1136,473.628
1136,0
1248,0
1200,0
1152,0
960,0
816,0
800,0
784,0
752,0
784,234.291
768,393.905
1216,919.373
1536,1852.912
1792,2768.93
1664,3685.614
1760,4354.039
1872,4797.902
1872,5014.819
1888,4998.094
1936,4688.772
1872,3869.831
1760,2556.684
1792,1573.952
1808,732.377
1744,0
1536,0
1168,0
1088,0
1040,0
832,0
816,0
784,0
768,0
784,213.563
800,338.431
1232,885.886
1600,1859.183
1824,2835.732
1856,3683.113
1840,4334.413
1920,4766.897
1888,4962.624
1904,4929.744
1936,4657.088
1888,4121.152
1792,3281.19
1792,2034.506
1712,566.418
1648,0
1584,0
1248,0
1216,0
1120,0
848,0
832,0
784,0
784,0
816,230.704
800,617.451
1120,1109.792
1648,1829.573
1888,2676.976
1776,3443.777
1808,4100.606
2048,4608.212
2160,4833.953
2048,4770.129
2064,4468.903
1984,3892.142
1776,2996.529
1840,1740.665
1760,514.993
1760,0
1776,0
1408,0
1248,0
1152,0
896,0
880,0
848,0
832,0
960,210.745
960,650.387
1200,1154.388
1488,1781.199
1808,2594.818
1632,3447.25
1728,4085.905
1792,4441.594
1808,4548.396
1872,4478.66
1904,3857.019
1840,2307.716
1760,675.349
1760,223.119
1728,77.567
1712,0
1840,0
1664,0
1328,0
1152,0
880,0
848,0
816,0
816,0
928,114.312
976,427.001
1328,846.723
1664,1325.487
2000,1861.157
1872,2365.003
1888,3570.148
1936,3783.758
1904,3584.841
1904,3265.672
1984,3281.296
1728,2564.378
1664,1491.539
1632,907.215
1552,339.186
1440,0
1536,0
1424,0
1328,0
1200,0
928,0
880,0
848,0
832,0
944,237.807
1008,581.829
1040,1000.305
1520,1817.777
1856,2677.093
1616,3425.133
1840,3712.806
1888,2678.279
1808,2937.709
1776,3207.791
1824,2501.943
1968,1603.753
1664,626.665
1488,298.064
1424,74.5
1376,0
1472,0
1360,0
1424,0
1472,0
1184,0
1168,0
1136,0
1120,0
1168,179.145
1024,428.219
992,1003.723
1312,1826.773
1600,2708.851
1680,3515.828
1712,4154.633
1744,4579.554
1760,4623.625
1776,3994.248
1472,3373.846
1376,3508.385
1344,2586.893
1472,1137.261
1360,413.571
1360,0
1392,0
1328,0
1344,0
1072,0
880,0
832,0
832,0
816,0
928,203.437
992,566.683
1424,1057.81
1616,1463.222
1904,2348.932
1792,3369.611
1840,3918.443
1872,4214.222
2000,4473.262
1952,4453.203
1968,4084.605
1968,3454.578
1808,2708.952
1888,1613.997
1808,483.258
1744,0
1840,0
1520,0
1328,0
1200,0
800,0
752,0
704,0
704,0
832,191.485
832,351.209
1136,772.768
1808,1678.754
2032,2592.566
1904,3389.585
1984,4007.014
2016,4415.277
2000,4607.123
2048,4575.536
2048,4299.114
2000,3768.173
1872,3002.718
1920,1914.426
1888,578.747
1888,0
1920,0
1424,0
1456,0
1296,0
864,0
800,0
768,0
752,0
880,184.631
912,343.423
1312,757.077
1824,1657.978
2080,2549.662
1968,3329.214
2048,3931.547
2000,4316.783
2144,4455.205
2096,4331.789
2144,4052.685
2080,3619.998
2000,2906.065
2080,1825.558
2096,492.564
1952,0
2032,0
1600,0
1536,0
1360,0
848,0
784,0
736,0
736,0
880,186.857
880,386.143
1168,767.262
1872,1619.712
2192,2488.35
2016,3252.735
2144,3857.379
2144,4257.635
2144,4420.486
2160,4353.233
2160,4039.217
2064,3456.274
1936,2584.452
1984,1438.631
1920,353.062
1920,0
2000,0
1616,0
1472,0
1344,0
848,0
784,0
768,0
752,0
864,187.513
1232,413.361
1424,786.932
1936,1636.15
2208,2493.403
2096,3241.795
2016,3839.457
2064,4238.479
2064,4411.745
2160,4324.73
2240,3882.065
2112,2915.657
1920,1933.436
1936,811.44
1952,111.655
1984,0
2016,0
1584,0
1440,0
1344,0
864,0
800,0
752,0
736,0
848,59.001
880,321.933
1184,638.867
1936,1194.898
2176,1891.599
1984,1572.629
2016,1439.247
1984,1287.38
2032,1212.632
2016,963.049
1952,684.265
1936,494.691
1840,287.303
1536,124.34
1504,11.727
1488,0
1600,0
1456,0
1520,0
1600,0
928,0
784,0
752,0
736,0
864,127.21
896,522.552
896,1057.502
1408,1719.59
1744,2180.889
1376,2459.177
1392,2417.341
1456,2249.501
1504,2100.914
1472,1830.337
1408,1485.204
1376,1069.786
1344,622.015
1312,242.72
1360,35.504
1312,0
1344,0
1296,0
1248,0
1136,0
816,0
768,0
784,0
736,0
864,165.448
896,537.992
1280,914.815
1840,1705.94
2096,2463.895
1968,3333.423
1984,3928.214
2176,4324.465
2016,4455.189
2016,4004.71
2048,3191.208
1936,2014.627
1888,1320.911
1936,913.857
1872,171.433
1888,0
1952,0
1616,0
1376,0
1296,0
832,0
784,0
752,0
736,0
880,165.836
880,407.346
624,736.607
1728,1617.803
2016,2532.107
1904,3347.506
1936,4003.978
1952,4445.403
1984,4653.371
1920,4620.146
1920,4329.741
1824,3692.299
1792,2345.213
1840,616.402
1808,90.141
1776,0
1840,0
1568,0
1344,0
1280,0
848,0
800,0
752,0
752,0
864,115.182
912,537.251
1312,886.131
1920,1633.642
2016,2521.736
1904,3223.919
1920,3785.871
2048,4357.793
2176,4619.039
2064,4642.626
2064,4371.698
1952,3815.831
1824,2862.935
1872,1326.398
1872,174.218
1488,0
1584,0
1488,0
1344,0
1168,0
848,0
768,0
752,0
736,0
848,153.081
880,398.065
1136,700.899
1824,1613.629
1872,2580.176
1728,3443.295
1792,4115.735
1968,4562.386
1936,4763.071
1888,4713.427
1888,4337.866
1872,3429.454
1824,2273.177
1856,656.615
1664,124.513
1504,0
1536,0
1408,0
1440,0
1184,0
784,0
784,0
720,0
704,0
848,106.348
880,497.728
1248,951.973
1920,1531.137
2016,2361.157
1792,2893.113
1808,3068.529
1808,3095.225
1856,3093.517
1920,3161.08
1904,2432.366
1856,1933.609
1744,1266.376
1808,581.599
1760,69.748
1792,0
1760,0
1536,0
1408,0
1360,0
1040,0
1024,0
992,0
976,0
1104,101.888
1136,485.439
1168,962.702
1680,1633.163
1872,2463.748
1584,3222.515
1616,3697.03
1648,3977.506
1648,3832.802
1600,3423.466
1648,3283.582
1616,3007.531
1456,1767.778
1584,845.531
1536,147.543
1488,0
1472,0
1376,0
1408,0
1344,0
816,0
752,0
736,0
720,0
832,126.881
864,391.255
1088,647.003
1728,1538.659
1920,2485.008
1632,3334.803
1744,4002.042
1664,4440.352
1792,4652.312
1808,4615.967
1792,4313.762
1696,3589.565
1584,2605.236
1568,1494.095
1632,161.619
1216,0
1328,0
1184,0
1216,0
1120,0
768,0
752,0
720,0
704,0
832,121.172
864,549.314
1280,943.387
1840,1396.681
2000,1548.973
1760,1645.786
1936,2049.449
1920,3332.167
2000,3620.703
2016,3246.564
2016,2872.424
1952,2257.636
1856,1578.56
1872,719.489
1936,109.148
1920,0
1888,0
1456,0
1392,0
1312,0
864,0
736,0
704,0
704,0
848,59.225
848,455.291
1216,853.136
1856,1570.148
2128,2192.902
1856,3042.963
1984,3199.776
2000,2687.785
1984,2899.312
2000,2420.812
2000,1290.217
1968,712.764
1856,680.516
1824,661.791
1872,111.279
1856,0
1888,0
1792,0
1632,0
1376,0
848,0
800,0
784,0
752,0
896,15.016
912,214.524
1296,587.025
1936,1019.088
2080,1043.279
1920,1206.53
2064,1458.919
2096,1268.15
2288,1158.617
2096,1020.466
2080,905.324
1952,762.694
1936,1159.467
1840,959.042
1872,132.911
1840,0
1840,0
1424,0
1488,0
1360,0
928,0
848,0
800,0
800,0
912,96.937
960,493.423
1248,951.767
1792,1425.926
2064,1947.348
1888,2374.315
1872,2724.295
1984,3001.322
2016,3447.529
2064,4492.726
2064,4053.789
1984,2533.701
1920,782.107
2000,945.291
1872,111.698
1536,0
1552,0
1472,0
1392,0
1248,0
976,0
928,0
880,0
816,0
880,78.197
912,258.441
1264,656.595
1744,1620.122
1968,2111.622
1936,2022.623
2016,2649.764
2064,3405.82
2064,3126.528
2080,2992.325
2160,3183.546
2016,1899.422
1952,937.407
2096,333.459
1984,20.276
1984,0
2032,0
1712,0
1632,0
1424,0
912,0
848,0
800,0
800,0
944,77.277
944,468.47
976,597.787
1024,1172.868
1456,2196.365
1376,3156.132
1472,3783.201
1504,4209.236
1504,4436.073
1472,4588.971
1536,4269.128
1552,3694.691
1440,2751.834
1616,1504.278
1584,161.793
2032,0
2112,0
1824,0
1792,0
1648,0
1280,0
1136,0
1072,0
992,0
1056,74.971
1008,434.018
1040,841.937
1440,1487.381
1616,2309.195
1696,3315.391
1856,3979.428
1728,4396.019
1760,4637.534
1744,4491.08
1712,3747.502
1696,1816.456
1616,814.353
1728,268.598
1728,12.726
1584,0
1680,0
1584,0
1472,0
1088,0
976,0
864,0
800,0
816,0
960,66.857
976,445.653
1264,657.405
1728,1497.876
1904,2309.952
1728,2911.109
1824,3539.551
1888,3985.824
1904,4095.663
1904,3497.362
1920,2429.811
1888,1363.461
1760,1130.171
1760,592.394
1744,45.445
1600,0
1680,0
1504,0
1488,0
1328,0
944,0
816,0
816,0
768,0
784,56.887
768,390.562
1072,620.927
1696,1446.385
1920,2430.514
1824,3315.322
1904,3989.363
2016,4429.403
1952,4571.606
2080,4306.565
2016,3681.565
2048,2664.892
1888,1397.701
1984,521.858
1920,31.621
1776,0
1856,0
1632,0
1632,0
1440,0
912,0
816,0
768,0
768,0
800,40.624
784,403.436
1200,537.682
1840,1407.303
1968,2340.27
1952,3226.492
2144,3932.131
2256,4407.05
2304,4667.086
2224,4680.778
2272,4388.799
2208,3743.011
2064,2370.352
2016,506.075
2000,17.573
1952,0
1984,0
1904,0
1792,0
1536,0
848,0
816,0
768,0
752,0
896,0
944,98.764
1280,283.394
2080,509.783
2064,959.644
2064,1617.523
2160,2564.192
2272,3389.327
2336,3808.364
2352,3249.58
2368,2547.48
2272,1832.115
2224,599.833
2240,137.1
2192,0
2016,0
2000,0
1888,0
1728,0
1472,0
1008,0
944,0
912,0
912,0
1040,41.359
1072,346.875
1360,490.194
2112,1382.072
2208,2362.093
2064,3236.723
2224,3773.203
2304,4003.529
2336,2985.688
2272,3024.014
2272,3057.145
2256,2317.704
2208,1430.576
2224,480.92
2128,12.583
1936,0
1984,0
1712,0
1616,0
1456,0
864,0
816,0
768,0
768,0
912,17.521
944,352.414
992,753.497
1824,837.826
2080,1006.061
1472,1163.473
1440,1229.67
1424,1078.089
1568,1233.772
1632,1793.248
1648,2596.523
1504,770.386
1344,403.099
1408,145.028
1472,0
1344,0
1424,0
1312,0
1440,0
1184,0
800,0
784,0
736,0
736,0
864,15.574
928,388.446
960,682.128
1056,1422.33
1248,2096.166
1088,2173.281
1296,3127.469
1776,4113.669
1808,4008.786
1680,3639.32
1696,3467.34
1632,2593.407
1552,1511.445
1568,332.301
1648,0
1632,0
1728,0
1568,0
1328,0
1104,0
1024,0
1008,0
896,0
912,0
1040,0
1104,160.411
1360,592.042
2016,1295.171
2496,2302.73
2464,3205.614
2432,3888.544
2528,4350.554
2544,4528.757
2496,4315.088
2640,4081.253
2544,3401.54
2224,2367.482
2320,730.31
2144,18.089
2192,0
2224,0
2048,0
1872,0
1472,0
1136,0
1040,0
1024,0
992,0
1088,15.023
1168,361.329
1408,869.39
2032,1292.264
2336,1284.257
2288,1570.793
2368,1757.092
2432,1556.016
2416,1446.235
2480,1295.286
2496,1041.045
2512,665.261
2208,346.721
2144,106.444
2128,0
1952,0
2016,0
1904,0
1760,0
1536,0
1152,0
1136,0
1040,0
1056,0
1056,15.198
1088,291.335
1184,408.886
2128,1234.063
2336,2225.778
2336,3134.043
2528,3852.129
2576,4336.117
2736,4554.892
2704,4518.154
2720,4198.386
2672,3557.657
2288,2514.545
2368,1086.928
2304,17.82
2224,0
2304,0
2032,0
1808,0
1520,0
992,0
976,0
944,0
912,0
928,12.183
912,256.106
1152,348.873
2080,1192.259
2416,2198.434
2416,3111.346
2608,3836.159
2640,4324.021
2512,4561.123
2576,4536.758
2704,4237.285
2784,3630.053
2512,2655.955
2384,1230.463
2416,16.47
2208,0
2320,0
2128,0
2016,0
1840,0
1232,0
1136,0
976,0
928,0
1056,8.838
1088,241.713
560,332.677
1376,1165.542
1888,2162.321
2128,3065.6
2080,3775.665
2144,4251.018
3136,4480.036
3504,4451.201
3552,4152.63
3472,3555.197
2896,2597.164
2912,1193.517
2736,10.268
2608,0
2672,0
2560,0
2512,0
2240,0
1840,0
1712,0
1680,0
1648,0
1728,5.879
1712,245.599
1840,345.84
2496,1143.365
2944,2130.455
2800,3025.333
2816,3727.955
2816,4195.205
2896,4415.676
2736,4373.733
2784,4056.857
2800,3407.807
2608,2373.962
2704,898.557
2768,0
2768,0
2736,0
2736,0
2656,0
2192,0
1840,0
1776,0
1888,0
1808,0
1776,1.575
1808,295.787
1776,502.524
3024,1168.11
2944,2056.584
2560,2822.552
2448,3433.82
2528,3825.309
2560,3962.872
2784,3891.095
2528,3491.844
2496,2803.554
2432,1698.607
2384,606.977
2400,0
2352,0
2544,0
2400,0
2304,0
2080,0
1760,0
1744,0
1792,0
1808,0
1792,0.342
1808,282.456
2016,475.091
3008,1150.057
3408,2050.13
3216,2817.392
3664,3395.388
3600,3733.413
3744,3825.39
3728,3684.412
3840,3182.702
3648,2054.856
3280,782.647
3216,257.529
3264,0
3152,0
3184,0
3008,0
2592,0
2208,0
1824,0
1792,0
1856,0
1856,0
1744,0
1760,289.286
2032,551.788
3200,1185.409
3744,1978.909
3504,2569.401
3632,3011.159
3584,3140.146
3696,3147.518
3872,2881.453
3824,2578.652
3824,1982.512
3328,1444.915
3472,531.377
3232,0
2624,0
2736,0
2576,0
2432,0
2192,0
1888,0
1808,0
1888,0
1824,0
1840,0
1792,82.879
2032,470.679
2944,1282.349
3536,1968.315
3360,2726.314
3248,3453.105
3392,3872.721
3456,3975.124
3456,3751.493
3424,3088.7
3472,1974.434
3120,1042.659
3136,341.248
3088,0
3024,0
3024,0
2976,0
2880,0
2480,0
1760,0
1680,0
1792,0
1632,0
1616,0
1712,247.562
1888,664.561
3200,1213.791
3664,1981.103
3296,2716.106
3344,3204.99
3440,3356.769
3440,2943.574
3520,2404.596
3552,1825.537
3280,1460.537
2960,984.313
2864,338.425
2752,0
2704,0
2768,0
2624,0
2592,0
2416,0
1344,0
1168,0
1120,0
1104,0
1232,0
1296,242.788
1424,462.775
2576,1060.908
3584,1973.409
3424,2836.998
3472,3530.764
3440,4000.92
3392,4237.128
3360,4207.08
3392,3901.501
3456,3270.946
2976,2240.748
2944,800.582
2720,0
2720,0
2816,0
2720,0
2592,0
2240,0
2128,0
2128,0
1936,0
1952,0
1936,0
2432,228.67
2704,436.788
3344,1027.959
3632,1930.675
3248,2767.261
3312,3434.245
3344,3887.612
3456,4118.929
3376,4085.572
3376,3761.96
3520,3100.368
3344,2043.158
2960,649.42
2896,0
3008,0
2960,0
2672,0
2528,0
2400,0
2112,0
2032,0
2000,0
2016,0
1968,0
1968,246.328
2176,656.406
3168,1259.329
3408,1895.894
3184,1947.792
3168,1959.692
3216,2316.699
3264,2746.314
3184,3362.271
3152,2981.274
2944,1135.323
2784,311.084
3024,101.86
2976,0
2928,0
2944,0
2912,0
2768,0
2448,0
2016,0
2064,0
1952,0
1952,0
1904,0
1840,199.256
1968,334.483
2736,971.434
2880,2014.496
2752,2971.666
3136,3740.055
3088,4258.071
3120,4503.203
3104,4474.284
3072,4147.295
3040,3476.671
2960,2386.591
3104,818.697
2784,0
2912,0
2784,0
2496,0
2240,0
2016,0
1600,0
1488,0
1344,0
1328,0
1184,0
1216,192.385
1552,363.975
2656,966.292
2560,1965.241
3216,2905.203
3536,3644.415
3696,4138.807
3520,4373.851
3136,4337.642
3104,4013.666
3248,3359.634
3152,2245.899
3072,759.476
3040,0
3152,0
3248,0
3296,0
3232,0
3040,0
1904,0
1904,0
1728,0
1648,0
1728,0
1232,194.988
1120,417.858
2176,971.459
2848,1917.362
2848,2713.664
2928,3384.883
2944,3895.387
3072,4146.76
3248,4158.179
2992,3857.226
2416,3245.251
2352,2207.381
2496,658.755
2416,0
2448,0
2576,0
2464,0
2464,0
2352,0
1136,0
1104,0
1120,0
1056,0
1088,0
1136,178.575
1664,339.686
2208,933.306
2832,1964.668
2704,2875.276
2688,3598.396
3088,4087.165
2944,4302.813
2848,4250.135
2912,3869.656
3024,3131.625
3152,1605.877
2960,293.073
2848,0
3104,0
3376,0
3232,0
3120,0
2768,0
1168,0
912,0
880,0
784,0
768,0
800,158.718
1024,303.833
1712,888.158
2144,1945.553
2064,2901.48
2144,3660.298
2272,4182.101
2240,4438.586
2432,4423.12
3008,4121.403
2752,3458.782
2448,2348.965
2416,840.133
2208,0
2160,0
2240,0
2144,0
2016,0
1504,0
1216,0
1216,0
1136,0
1024,0
976,0
1072,37.445
1072,241.854
1552,525.768
2112,832.626
2048,1244.56
2224,1600.764
2160,1952.2
2128,1784.565
2160,1256.738
2128,1144.607
2096,730.125
1856,440.039
1920,68.993
1888,0
1744,0
2080,0
1824,0
1664,0
1552,0
1456,0
1296,0
1328,0
1120,0
944,0
1040,45.319
1072,299.879
1520,696.488
1904,1262.469
2016,1680.954
1952,1790.288
2048,2076.641
2016,1990.261
1968,1655.202
1920,969.479
2624,461.231
2128,205.857
2112,18.515
2096,0
2064,0
1872,0
1792,0
1328,0
1392,0
1152,0
1312,0
1104,0
1072,0
1072,0
1088,83.168
1216,569.337
1616,1122.461
2224,1758.55
2544,2475.68
2512,3009.882
1968,3071.849
1984,2740.936
2064,2284.167
2400,2026.044
2256,1318.936
2016,627.293
1744,129.384
1680,0
1648,0
1824,0
1584,0
1536,0
1232,0
912,0
896,0
848,0
848,0
832,0
880,132.505
1056,373.186
1344,842.954
1808,1825.631
1824,2695.493
1840,3450.28
1856,4020.117
2176,4255.876
2192,4209.712
2160,3850.95
2064,3161.827
1872,1980.409
2064,435.653
2016,0
1936,0
1920,0
1712,0
1744,0
1392,0
1056,0
1024,0
928,0
880,0
832,0
816,121.578
880,343.659
1312,810.496
1776,1803.161
1792,2741.499
1920,3491.738
2416,4000.889
2448,4250.243
2800,4214.178
2848,3727.699
2656,2699.723
2560,1001.809
2416,128.661
2288,0
2208,0
2496,0
2224,0
2144,0
2016,0
1600,0
1616,0
1504,0
1456,0
1472,0
1472,109.607
1824,493.209
2272,988.168
2496,1704.115
2720,2190.782
2704,2775.317
2880,3009.506
2848,2789.88
2864,2793.727
2704,2640.484
3008,1619.905
3040,805.242
3216,158.332
3360,0
3792,0
3856,0
3728,0
3552,0
2640,0
1248,0
1280,0
1184,0
1184,0
1360,0
1312,85.151
1408,508.756
1952,991.993
2352,1703.296
2592,2534.225
2752,3292.048
2816,3567.057
2848,3461.401
2880,3025.888
3248,2085.888
3312,1154.43
3376,611.107
3456,53.351
3680,0
3824,0
3888,0
3792,0
3616,0
3216,0
1264,0
1344,0
1216,0
1184,0
992,0
976,70.491
912,453.895
1488,839.932
2592,1673.055
2704,2625.079
2880,3389.386
2592,3909.25
2880,4148.088
2976,4116.163
2912,3787.634
2640,3079.4
2544,1891.047
2848,287.073
2784,0
2624,0
2288,0
2128,0
2272,0
1872,0
1264,0
1120,0
1088,0
1056,0
896,0
864,65.248
944,274.453
1744,670.058
3168,1671.105
3552,2618.248
4032,3375.739
3808,3882.96
4016,4128.187
3920,4090.875
3888,3746.418
3680,2985.012
3392,1785.36
3424,242.039
3472,0
3360,0
3312,0
3072,0
2848,0
2688,0
1232,0
1152,0
1168,0
1136,0
1104,0
1024,57.849
1232,433.768
1536,960.893
2272,1655.727
3136,2467.86
3152,2993.967
2976,3448.636
3328,3412.71
2944,2899.665
2992,2088.499
3232,1009.357
3760,341.56
3968,14.019
3936,0
3776,0
4208,0
4032,0
3904,0
3568,0
1968,0
1712,0
1696,0
1600,0
1568,0
1536,58.211
1408,338.817
1760,684.942
2256,1653.257
2352,2643.739
2320,3370.135
2704,3738.914
2896,3763.293
2976,3529.048
2736,2708.988
2672,1651.103
2592,699.913
2656,42.209
2784,0
2768,0
2768,0
2608,0
2368,0
2096,0
1408,0
1200,0
1152,0
1168,0
912,0
864,51.921
944,377.685
1536,793.282
2032,1599.105
2176,2487.867
2080,3219.815
2128,3785.176
2480,4154.078
2528,4197.16
2160,3882.374
1936,3170.054
1808,1931.32
1728,156.749
1888,0
1792,0
1792,0
1568,0
1504,0
1280,0
992,0
976,0
912,0
848,0
832,0
848,38.805
496,233.604
1728,567.199
2240,1633.542
2208,2647.576
2240,3460.442
2128,4027.973
2256,4295.43
2496,4271.371
2288,3927.344
2704,3201.628
2864,1721.718
2656,105.657
2944,0
3168,0
3360,0
3280,0
2976,0
2832,0
1344,0
976,0
944,0
944,0
848,0
832,36.502
912,324.084
1376,629.108
1744,1576.377
1712,2365.47
2032,3062.273
2240,3739
2448,4065.645
2560,4069.614
2576,3745.931
2656,3026.873
2608,1803.437
2576,103.458
2864,0
2432,0
2528,0
2352,0
2112,0
1696,0
848,0
832,0
768,0
752,0
736,0
784,29.688
1008,261.365
1456,555.558
1664,1552.6
1696,2531.279
1888,3311.172
2528,3833.972
2688,4080.772
3088,4037.328
3200,3686.25
3200,2972.158
3312,1768.372
3056,82.234
2928,0
2960,0
3120,0
3392,0
2832,0
2240,0
1376,0
1056,0
944,0
912,0
880,0
816,25.844
992,278.191
1552,568.196
1680,1526.22
1776,2450.267
2064,3172.515
2288,3641.673
2368,3813.486
3040,3687.591
2928,2851.948
3488,1765.602
3104,875.32
2976,21.51
3568,0
3744,0
3776,0
3744,0
3664,0
2656,0
1232,0
1152,0
1120,0
1088,0
1216,0
1248,0
1344,83.186
2368,297.265
2608,624
2768,1031.027
2800,1503.399
3200,2045.2
3136,2602.753
2624,2806.278
2192,2723.47
2224,2079.278
2032,768.629
1968,6.928
2032,0
1968,0
1936,0
1872,0
1600,0
1344,0
944,0
896,0
880,0
880,0
896,0
864,14.753
832,384.367
1232,881.318
1552,1452.265
1488,1957.945
1696,2327.413
2032,2106.24
2240,1901.509
2064,1221.134
2224,669.812
2176,649.737
2112,480.103
2528,0.063
2576,0
2672,0
2880,0
2752,0
2496,0
1840,0
960,0
944,0
880,0
880,0
1328,0
1584,9.035
1488,346.596
2096,687.688
2576,1478.792
2672,2252.679
2768,2671.362
3072,2854.741
3040,3020.317
2752,3081.479
2704,2723.821
3056,1830.764
3040,450.309
3600,0
3968,0
3680,0
3872,0
3680,0
3472,0
2624,0
1136,0
1104,0
1104,0
1120,0
1088,0
1168,4.941
1152,319.233
1856,786.199
2576,1406.496
2720,2020.164
3056,2523.448
3312,2282.329
3232,1978.343
3328,1195.979
3168,685.195
3856,533.488
3792,242.62
3328,0
3376,0
3840,0
4064,0
3872,0
3824,0
3360,0
1312,0
1152,0
1136,0
1120,0
1248,0
1296,0
1264,112.566
1536,320.156
2112,819.204
2144,1586.766
2544,1950.507
2544,2353.887
2432,3113.683
2256,2934.143
2192,2593.746
2288,1551.902
2288,421.768
2304,0
2352,0
2224,0
2192,0
2048,0
1920,0
1680,0
1040,0
944,0
912,0
880,0
864,0
1072,0.147
1536,311.395
2288,614.388
2768,1404.684
3024,2273.613
2880,2995.871
2864,3472.072
3056,3562.261
2880,3060.063
3184,1871.535
2688,829.772
2656,383.571
2864,0
3088,0
2752,0
3056,0
2832,0
2720,0
2496,0
1216,0
1008,0
944,0
976,0
928,0
912,0
1104,318.513
2448,783.351
3280,1324.729
3056,1448.499
3424,1915.627
3376,2726.611
3456,2077.665
3600,1489.369
3712,777.072
3648,782.08
3328,738.358
3264,0
3568,0
3072,0
3104,0
2944,0
2640,0
2464,0
1280,0
1264,0
1152,0
1120,0
1168,0
1216,0
1072,274.543
1584,653.176
1952,1361.711
1984,2225.27
2368,2978.935
2448,3459.409
2304,3698.616
2352,3626.534
2288,3216.459
2336,1891.417
2384,642.637
2288,0
2224,0
2176,0
2208,0
2080,0
1840,0
1616,0
1344,0
1328,0
1296,0
1136,0
880,0
944,0
1120,296.383
1552,735.475
2048,1371.811
2048,1911.933
2112,2321.666
2144,2316.902
2208,2165.057
1936,1985.271
2128,1603.989
2192,466.226
2096,36.267
2224,0
2192,0
2032,0
1840,0
1664,0
1600,0
1440,0
1184,0
1232,0
1184,0
1152,0
1376,0
1488,0
1680,250.078
1456,554.715
1984,726.081
1936,1223.543
1936,2171.933
1888,3329.317
2048,3718.317
2112,3473.32
1856,2771.646
1872,1679.628
1856,484.391
1824,0
1840,0
1760,0
1824,0
1696,0
1648,0
1456,0
896,0
816,0
752,0
768,0
784,0
832,0
896,228.548
1168,651.877
1488,1344.086
1344,2212.577
1552,2940.744
1536,3420.734
1552,3525.676
1472,3273.411
1488,2554.968
1648,1223.571
1536,233.839
1536,0
1552,0
1520,0
1584,0
1360,0
1328,0
1136,0
848,0
832,0
784,0
784,0
784,0
800,0
912,136.723
1200,360.79
1664,572.325
1792,797.642
1792,657.597
1776,405.588
1728,528.256
1632,812.314
1552,786.041
1424,551.097
1392,246.227
1408,0
1440,0
1424,0
1472,0
1120,0
1040,0
976,0
800,0
768,0
736,0
720,0
736,0
752,0
848,225.068
1056,462.71
1472,1242.645
1600,2091.971
1696,2781.659
1632,3336.77
1696,3691.688
1664,3764.513
1584,3322.106
1584,2432.61
1440,1101.966
1344,0
1312,0
1232,0
1296,0
1200,0
1152,0
992,0
784,0
768,0
736,0
736,0
736,0
784,0
832,152.122
1088,525.17
1392,816.184
1328,833.136
1696,857.243
2096,862.079
2176,839.793
2320,722.027
2240,594.162
2336,332.924
2272,51.495
2784,0
2688,0
2704,0
2800,0
2400,0
1776,0
1456,0
832,0
